sentiment,location,retweet,score,hashtags,message,date,followers,likes,engagement_score,author,organization,sector,sub-sector
negative,,0,-0.5267,None,Elisabeth Bathory wears a police uniform and patrols the streets of London at night Elisabeth Bathory is by kytwright get it now pls RT iartg asmsg bookboost Horror,2021-04-28T17:09:45+00:00,6003,0,6003,BookClubPro1,Others,Others,Others
negative,,0,-0.4404,Fgmnauthor,RT RobinLFuson FGMNAuthor John316author NewRelease HistoricalChristianFiction Worthless to Priceless set in Colorado,2021-04-28T17:09:45+00:00,44549,0,44549,MeetTheAuthor,Others,Others,Others
negative,,0,-0.8625,%uD835%uDC03%uD835%uDC1E%uD835%uDC1A%uD835%uDC2D%uD835%uDC21%uD835%uDC03%uD835%uDC1E%uD835%uDC1A%uD835%uDC25%uD835%uDC1E%uD835%uDC2B%uD835%uDC2C,RT MasonSabre Dead to Me DeathDealers Book 3Preorder links for Dead to Me are live US UK,2021-04-28T17:09:45+00:00,167,0,167,HelenaHoorn,Others,Others,Others
positive,"Milton, Fl.",0,0.5215,Book,RT AnnieVoguer Super excited to be up and running with my Wingfield Equestrian book series Book one Rivalry in Riding Boots is out NO,2021-04-28T17:09:46+00:00,7994,0,7994,artyny59,Others,Others,Others
positive,,0,0.1779,None,New Post Amazon 3 Pcs Scrub Brush for Dish for only 599 Reg 1299,2021-04-28T17:09:46+00:00,801,0,801,deals_finders,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Hawaii,0,0.802,None,roblarson bryce LaurenBerson eightsleep Hey bryce if youre still looking for a topper to add we would recommend this one This one wont affect the accuracy of the sensors or thermoregulation Please feel free to reach out to me anytime if you have any questions,2021-04-28T17:09:46+00:00,2911,0,2911,Zimvesting,Others,Others,Others
positive,"California, USA",0,0.1613,Np,NP Lonely Oak radio You are listening to the New Music show NewMusic Tune in and listen Get it now on,2021-04-28T17:09:46+00:00,32686,0,32686,LonelyOakRadio,Others,Others,Others
positive,Australia,0,0.0516,None,RT jaredferrie They want the Biden administration to stop royalties flowing from businesses including US energy major Chevron Corp to,2021-04-28T17:09:47+00:00,24,0,24,TZ_khai,Chevron Corp,Energy,Oil & Gas Integrated Operations
positive,India,0,0.1779,None,Amazon Buy Signoraware Circle Scapes Plastic Round Half Plate Set 205cm Set of 6 White for Rs 205,2021-04-28T17:09:47+00:00,332,0,332,mydealsbucket,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Los Angeles, CA",0,0.1779,None,Now on Amazon Prime National Lampoons Recall Election Not yet rated,2021-04-28T17:09:47+00:00,2185,0,2185,improvguy11,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,India,0,0.6124,None,Amazon Buy Sony MDREX255AP Wired inEar Headphones with Tangle Free Cable 35mm Jack Headset with Mic for Phone Calls and 1 Year Warranty Blue for Rs 1299,2021-04-28T17:09:47+00:00,332,0,332,mydealsbucket,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Florida, USA",0,0.5267,Amazon,RT FandIBookTours Read now on Amazon or AmazonUKFeatured ScienceFiction Romance and Excerpt Vexing Voss by Gail Koger Askole gt,2021-04-28T17:09:48+00:00,10453,0,10453,JDGraysonbooks,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.4404,None,RT Tesla Your Tesla will continue to improve long after you bought it,2021-04-28T17:09:48+00:00,0,0,0,Amit3681,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"Peoria, AZ",0,0.7003,None,This was a great read Of course the twist and turns and uncovering of more information has me wanting more The next book can not come out fast enough Amazon ReviewUS CA AU UK,2021-04-28T17:09:48+00:00,607,0,607,authorklmyers,Others,Others,Others
positive,VA-United States of America,0,0.4939,None,RT eliehonig Bill Barr has signed a book deal Good for himBut mine comes out first A damning convincing account A resounding,2021-04-28T17:09:49+00:00,1328,0,1328,Grace516G,Others,Others,Others
positive,Seattle,0,0.7034,Free,RT KeeOphelia rtArtBoost BlackettMusic BlackettPromo FREE with Kindle UnlimitedPure Love Story Two people trapped inside their min,2021-04-28T17:09:49+00:00,18633,0,18633,BlackettMusic,Others,Others,Others
positive,#Atalantyx,0,0.3182,Readingcommunity,RT JOrtegaAuthor My debut Urban Fantasy novel Storms Child is available to order on Kindle and Paperback NOW readingcommunity,2021-04-28T17:09:49+00:00,15950,0,15950,plstuartwrites,Others,Others,Others
negative,,0,-0.8479,None,If you read the book Nomadland youll find absolutely wild Chaplainesque scenes of workers at Amazon Fulfillment Centers trying gamely to work with these extremely pushy obtuse and dangerous robots Its a real tragedy that these scenes didnt make it into the film,2021-04-28T17:09:49+00:00,5014,0,5014,strangerworks,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,London,0,0.1779,None,Next up JonHammant taking us behind the scenes at amazonTo Quote Werner Vogels You build it you run it That to me IS DevOpsAWS Amazon DevOps DevOpsCulture DevOpsTransformation,2021-04-28T17:09:49+00:00,1824,0,1824,TheDoxHub,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,califoniya,0,0.8658,None,phatandy get an 200 amazon gift card for free just click the link and submit your email and be the lucky winnercollectgtgt,2021-04-28T17:09:49+00:00,0,0,0,jania694,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.3612,None,RT elonmusk garyblack00 Other companies spend money on advertising amp manipulating public opinion Tesla focuses on the product I trus,2021-04-28T17:09:50+00:00,84,0,84,BridgetToth3,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"San Francisco, CA",0,0.1119,None,Lyft has ditched its plans to make its own selfdriving car Instead it will sell its selfdriving technology unit to Toyota for 550 million Uber has also abandoned plans to create autonomous vehicles Is it a clear runway for Tesla now,2021-04-28T17:09:50+00:00,300,0,300,twinil,Others,Others,Others
positive,"Va Beach, Virginia",0,0.1779,None,CES Plans 2022 Return With 1000 Companies Including Amazon,2021-04-28T17:09:50+00:00,1316,0,1316,Knewz_Currently,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Hollywood, Los Angeles",0,0.4639,Twitch,RT moved2italy QAnon Conspiracy Theorists dont die They just TwitchAnd this Amazon owned platform seems little interested in regu,2021-04-28T17:09:50+00:00,9841,0,9841,EunLinda,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.1779,None,Check out OnseToday Garlic Press Stainless Steel Garlic Mincer Mashed Garlic Crusher Chopper for Kitchen by OnseToday via amazon 30 off with promo code II6EDXH9ad,2021-04-28T17:09:51+00:00,0,0,0,ahmed_gurgi,Others,Others,Others
negative,,0,-0.3612,None,RT elonmusk garyblack00 Other companies spend money on advertising amp manipulating public opinion Tesla focuses on the product I trus,2021-04-28T17:09:51+00:00,19,0,19,Mohitchouhan__,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Orange County,0,0.7178,None,I really want to buy these for my party in June Party Rotating Moving Stage Light for Professional DJ Dance Show Performance with RGB Color LED Projector Bulbs Flashing Disco Strobe Beat Sync Motion Effect and DMX Control Pyle PDJLT50 Black,2021-04-28T17:09:51+00:00,677,0,677,marcm714,Others,Others,Others
positive,,0,0.8555,Winningwednesday,RT takeaDailybreak Its WinningWednesday Follow amp RT by 5 pm EDT for a chance to win a 25 Amazon gift card 18 US only Sweepst,2021-04-28T17:09:51+00:00,99,0,99,davoss14,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,Sunny Central Oregon,0,-0.4939,None,RT DesignationSix Tucker Carlson wants people to call child protective services to harass adults amp their kids for wearing masks Here are,2021-04-28T17:09:51+00:00,1511,0,1511,dawnofzeel,Others,Others,Others
positive,California,0,0.8598,None,I have no idea anymore which night is rasslin night on TV I just know my beloved little rasslin novel is already an anachronism a hark back to a bygone era of fanship Its still fun the laughs the heartbreak the romance the chairshots,2021-04-28T17:09:51+00:00,1375,0,1375,Fosterical,Others,Others,Others
positive,,0,0.1779,None,ArianaWorldHQ and on amazon,2021-04-28T17:09:53+00:00,433,0,433,degrandeheels,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Salt Lake City, UT",0,0.8519,None,RT SnailBotIO Super happy to see the results from our unoptimized Amazon module after working 16hour days for so longOur users dont,2021-04-28T17:09:53+00:00,47,0,47,LuisR8,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.3182,Whatshappeninginmyanmar,Please sign the petition WhatsHappeningInMyanmar Apr28Coup,2021-04-28T17:09:55+00:00,51,0,51,nansi83043904,Others,Others,Others
positive,,0,0.5267,None,Over 85 books by Oliver T Spedding Fiction nonfiction golf instruction childrens picture books childrens activity books and inspiration in eBook and paperback form Religion LifeAfterDeath Click on this link,2021-04-28T17:09:54+00:00,2204,0,2204,OliverSpedding,Others,Others,Others
positive,"Salt Lake City, UT",0,0.6369,None,jennmckay007 casannhol2 My wife and I have an Ecommerce store selling jewelry and we are working to get on Amazon now Its like learning a different language using their sellers portal but we are excited to get it going,2021-04-28T17:09:55+00:00,212,0,212,mjflinders,Others,Others,Others
positive,,0,0.4588,None,ArianaGrande theweeknd Save Your Tears Remix is OUT NOW Spotify iTunesApple Music Amazon Music Video,2021-04-28T17:09:55+00:00,4821,0,4821,ag6promo,Others,Others,Others
positive,califoniya,0,0.8658,None,patricinhz formvturzsmo get an 200 amazon gift card for free just click the link and submit your email and be the lucky winnercollectgtgt,2021-04-28T17:09:55+00:00,0,0,0,jania694,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.4215,None,elonmusk garyblack00 People on the periphery who have no skin in the game read and see horrible things about Tesla and you and unless they talk to a pro Tesla person they take it as factSome tooting your own horn is a good thing,2021-04-28T17:09:55+00:00,10,0,10,AlSet51241438,Others,Others,Others
negative,N. B. MASS.,0,-0.6486,Horror,RT SusanneLeist The moon brings The Dead walkinghorror darkfantasy,2021-04-28T17:09:56+00:00,3508,0,3508,tisonlyme143,Others,Others,Others
positive,,0,0.6705,None,RT srivatsayb Poonawala is doing it like those Big Dhamaka sales by Amazon amp Flipkart where first they increase MRP amp then give discoun,2021-04-28T17:09:57+00:00,53,0,53,DeeptiA87424915,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.8519,None,RT SnailBotIO Super happy to see the results from our unoptimized Amazon module after working 16hour days for so longOur users dont,2021-04-28T17:09:57+00:00,31,0,31,docsstock,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.0536,None,TSLA the stock has been on a slide so the Toxic Elon Fanbois are on the attack Fred is always on the frontlines of the attack even though he praises Tesla He isnt over the top positive enough for them,2021-04-28T17:09:58+00:00,1191,0,1191,sbalatan,Others,Others,Others
positive,United States,0,0.1779,Amazon,Soon to expire Amazon coupons 04282021 clip them now before theyre gonePay less for the same stuff youre already buying,2021-04-28T17:09:58+00:00,4931,0,4931,CoolDealCA,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Rancho San Diego, CA",0,0.4404,None,KadriLiik Another worthy book,2021-04-28T17:09:59+00:00,68,0,68,davidedickjr,Others,Others,Others
positive,,0,0.3182,None,RT ag6promo ArianaGrande theweeknd Save Your Tears Remix is OUT NOW Spotify iTunesApple Music,2021-04-28T17:10:00+00:00,4821,0,4821,ag6promo,Others,Others,Others
positive,"Wisconsin & Minnesota, USA",0,0.8402,None,RT RaymondNorman 5 Great Book I loved the characters in this book The storyline was greatSergeant Pepper and Mister Paws by Rin,2021-04-28T17:10:00+00:00,52378,0,52378,Raymond_Norman,Others,Others,Others
positive,"Nanaimo, BC, Canada",0,0.3744,None,kimpaquette elonmusk This is the funniest part Tesla did not respond to a request for comment and generally does not engage with the professional news media professional,2021-04-28T17:10:00+00:00,16,0,16,DavidFrancescu1,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.5719,None,RT Marshal16961787 rtArtBoost BlackettMusic BlackettPromo writingobscure NicoleCLindsay AuthorMercedez Happy hump day Scouting cre,2021-04-28T17:10:01+00:00,70978,0,70978,rtArtBoost,Others,Others,Others
positive,%u70AC%u71F5%u306E%u4E0B %u2728Agender - They/them %u2728,0,0.4939,None,2 books arrived today Amazon wishlist is handy hehe thank you for the birthday presents Mayumi and Hidekiiiii,2021-04-28T17:10:01+00:00,518,0,518,akirashibazaki,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,Ireland,0,-0.128,None,360trader Imagine going to Amazon and complaining that you have to pay for delivery because Jeff Bezos has enough money already,2021-04-28T17:10:02+00:00,1426,0,1426,DanielM799,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,West Oxfordshire,0,0.1779,None,RT medwardsbooks Just a few more days left to snap up a Kindle monthly deal on Gallows Court 99p on Amazon UK,2021-04-28T17:10:02+00:00,3678,0,3678,JulietEMcKenna,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Floating in the Bibliosphere,0,0.1531,None,As duty tears the lovers apart they sink deeper into a dangerous web of lies secrets and betrayals Action Romance Suspense Thriller Jeff60706264,2021-04-28T17:10:02+00:00,113990,0,113990,IndieBookButler,Others,Others,Others
negative,Mostly in Sweden.,0,-0.6486,None,RT AutLauraDaleo Discover THE SOUL COLLECTORWhat happens when a soul is caught between the living and the dead,2021-04-28T17:10:02+00:00,12307,0,12307,abelfrageauthor,Others,Others,Others
positive,Worldwide,0,0.0772,Childrens,Do you want to meet Frankie the Ferret Then lets go childrens illustrated KimberleyPater4,2021-04-28T17:10:02+00:00,206614,0,206614,SelfPubShowcase,Others,Others,Others
positive,Reclining with a great read.,0,0.7351,None,As an escape from their mundane reality people live out their lives as adventurers exploring gathering materials hunting monsters and sometimes each other MourningSkyBook Fantasy Action Romance MagicalRealism,2021-04-28T17:10:02+00:00,70521,0,70521,SelfPubShow3,Others,Others,Others
positive,Worldwide,0,0.6705,Rosemaryajoseh,RosemaryAjoseh LetterOfHope is an Amazon Best SellerTop100 HotNewRelases 69 MusicLov3rz WW Hard copies are at,2021-04-28T17:10:02+00:00,295894,0,295894,MusicLov3rzRdo,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"Westminster, MD",0,-0.5719,None,RT juliaioffe I wrote a book about how big tech is evil Buy it now on Amazon he wrote on Twitter for iPhone,2021-04-28T17:10:02+00:00,470,0,470,HardestyMathew,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,califoniya,0,0.8658,None,rvcakes RVsmtown get an 200 amazon gift card for free just click the link and submit your email and be the lucky winnercollectgtgt,2021-04-28T17:10:02+00:00,0,0,0,jania694,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"SW Florida, USA",0,0.5574,Childrensbook,RT birdwriter7 ChildrensBook NewRelease Amazon and in all good bookstores worldwide soon FairytaleTuesday book Author SuzyD,2021-04-28T17:10:02+00:00,11370,0,11370,JoanneCarey64,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,hey@sixstringdeals.com,0,0.6037,Guitargear,SAVE 6414273 retail 39900NFL Arizona Cardinals Acoustic Guitarguitargear,2021-04-28T17:10:02+00:00,701,0,701,SixStringDeals,Others,Others,Others
positive,United States,0,0.6249,Deal,Great Deal 328FT10M 300 LEDs RGB Strip Lights for 1290use code FOBNCPLXgt Deal,2021-04-28T17:10:03+00:00,4931,0,4931,CoolDealCA,Others,Others,Others
positive,Planet Diamond,0,0.7269,Kucoin,RT MakavelliTrader Took Pepe 2 hours to make this How to buy xyo with Cash App and KuCoin in 15 easy steps Enjoy doge and safemoon,2021-04-28T17:10:03+00:00,1536,0,1536,MakavelliTrader,Others,Others,Others
negative,"Morgan Hill, California",0,-0.296,None,Amazon may be sued for injuries caused by defective products sold on its website court rules,2021-04-28T17:10:03+00:00,102,0,102,RobStanleyUSA,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,Worldwide,0,-0.7297,Amazon,TAMING EVIL the 4th Book in the popular Levee District Series is now available at Amazon and other outletsCome along as Detective Moses tries to unravel crime and corruption in Chicagos Levee District readers newrelease mysteryjohncsturgeon,2021-04-28T17:10:03+00:00,143910,0,143910,books2delight,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"Bluegrass & Bourbon ",0,-0.2263,Imustconfessihave,RT teatime75 IMustConfessIHave lied many times to my husband regarding how much I spend on Amazon,2021-04-28T17:10:03+00:00,995,0,995,LeeAnndelCasti2,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Chiclana de la Frontera, Spain",0,0.4215,None,The Chronicles of the White TowerA series of Fantasy Novels with people and a Goddess No dragons elves dwarfs vampires werewolves or zombiesSample extracts Buy links to Amazon Kindle 299 Free on Kindle Unlimited,2021-04-28T17:10:03+00:00,5444,0,5444,MarkPAuthor,Others,Others,Others
positive,,0,0.4404,None,Good project,2021-04-28T17:10:03+00:00,7,0,7,abuhani12296473,Others,Others,Others
negative,"Bengaluru, India",0,-0.7906,None,RT Nagaraj26718111 Its unethical to supply Nonessential at the time of lockdown Stop immediately and stop the lobbying to push the mob,2021-04-28T17:10:04+00:00,65,0,65,naidu200,Others,Others,Others
positive,,0,0.5717,Tesla,RT BLKMDL3 Instant acceleration in a Tesla is not only fun and exhilarating but also can be used as a safety feature Tesla ModelX ht,2021-04-28T17:10:04+00:00,33,0,33,Dabbz_,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"Austin, TX USA",0,0.5859,None,4Piece Elegant Flowers Stretched and Framed HandPainted Modern Canvas Wall Art by Wieco Art for 3999 via amazon homedecor,2021-04-28T17:10:04+00:00,2224,0,2224,cmoneyspinner,Others,Others,Others
positive,,0,0.7783,None,RT kateroyalcloset Tomorrow marks William amp Catherines 10th wedding anniversary To celebrate our friends at katesrangers have collabo,2021-04-28T17:10:05+00:00,209,0,209,LeadYouBackHome,Others,Others,Others
positive,United States,0,0.4404,None,DUUDO Solar Lights Outdoor 8 LED Solar Ground Lights Waterproof Bright inGround Lights for Landscape Deck Outdoor Solar Lights BestDeal AmazingDeal,2021-04-28T17:10:04+00:00,232,0,232,amzn_deals_us,Others,Others,Others
positive,he/him,0,0.3182,None,RT AzsMotive ArianaGrande theweeknd Save Your Tears Remix is OUT NOW Spotify iTunesApple Music https,2021-04-28T17:10:05+00:00,453,0,453,arianagrandeinm,Others,Others,Others
negative,"%u041C%u043E%u0441%u043A%u0432%u0430, %u0420%u043E%u0441%u0441%u0438%u044F",0,-0.6124,Holochain,RT cryptorka1 No need for stress internet 30 is coming holochain Holo Crypto Coding Blockchain developer developers DEVCommu,2021-04-28T17:10:05+00:00,1064,0,1064,honurdemir,Others,Others,Others
positive,"Bristol, UK",0,0.0762,None,It didnt work double screw you Elon,2021-04-28T17:10:06+00:00,208,0,208,rosiebeard,Others,Others,Others
positive,"Fredericksburg, TX",0,0.8442,Win,Win 20 Amazon BookTour Giveaway BookBoost LGBTQ Paranormal Romance Dark UrbanFantasy Summoned jpjacksonauthor JPJacksonWrites,2021-04-28T17:10:06+00:00,4481,0,4481,SDSXXTours,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Planet Earth,0,0.8316,Natural,RT EnuEcoShop The Essence Of The IncenseBUY NOW natural love palosanto abundance altar energy paga,2021-04-28T17:10:06+00:00,1096,0,1096,EnuEcoShop,Others,Others,Others
negative,usa,0,-0.6124,Holochain,RT cryptorka1 No need for stress internet 30 is coming holochain Holo Crypto Coding Blockchain developer developers DEVCommu,2021-04-28T17:10:07+00:00,91,0,91,KaiumBadsha3,Others,Others,Others
positive,"New York, USA / Twinleaf Town,",0,0.1779,Ad,RT Nintendeal Xenoblade Chronicles Definitive Edition Switch is 28 off on Amazon ad 4349 buy this game ht,2021-04-28T17:10:07+00:00,34,0,34,RedYoshi921,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,California/Wyoming,0,-0.6908,Kindleunlimited,Mystery murder and a mischievous Yorkie The Sadie Kramer Flair Mysteries Available on kindleunlimited KU cleanindiereads,2021-04-28T17:10:07+00:00,7612,0,7612,PaigeandJake,Others,Others,Others
negative,United States,0,-0.4767,Tranny,Bouncy bounce Watch that tranny cock go Get some hot trans erotica to heat up those lonely nightsSamuelVersion5 PassiValerio ShemalesOnCams TransXHub usedtobedestiny Allworldsend,2021-04-28T17:10:07+00:00,36165,0,36165,WanderingWeird1,Others,Others,Others
positive,"Florida, USA",0,0.3612,None,RT miiriya1 Miiriya is an app like AmazonEtsy that lets you shop black owned businesses all directly on one app making it extremely con,2021-04-28T17:10:07+00:00,372,0,372,suesueesueee,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Omaha, Nebraska",0,0.1779,None,Amazon is slated to overtake Walmart as the largest retailer in the US BusinessInsider,2021-04-28T17:10:07+00:00,982,0,982,Colliers_NE,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,Countdown City,0,-0.296,None,dontreyg no you havent tesla is old news and you still riding old waves pops one day you will see,2021-04-28T17:10:07+00:00,332,0,332,bigcox76,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,NJ,0,-0.5719,None,RT juliaioffe I wrote a book about how big tech is evil Buy it now on Amazon he wrote on Twitter for iPhone,2021-04-28T17:10:08+00:00,470,0,470,tdonzzz,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,United States.,0,0.4588,Alternatehistory,An AlternateHistory of the VietnamWar Smashwords nook Amazon kindleSciFi AlternativeHistory WhatIf Fantasy Novel ebook,2021-04-28T17:10:08+00:00,944,0,944,Fcsnva,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.7823,College,Every college is now equivalent to the Universityofphoenix UOPx basically scared brickandmortar institutions in the 90s so they generated negative presstesla elon google microsoft TmZ nba nfl mlb onlinelearning mba university international stopasianhate,2021-04-28T17:10:07+00:00,191,0,191,COMMNTERI,Others,Others,Others
positive,,0,0.7845,Thriller,Review of the thriller EMERGENCE by BealsEllie What an interesting book Enter to win a 10 AmazonBN GC KathyAl10988180,2021-04-28T17:10:08+00:00,11122,0,11122,GoddessFish,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,United States,0,-0.2263,Deal,Limited Time OnlyJewelry Box for 1104 21 off Deal,2021-04-28T17:10:09+00:00,4931,0,4931,CoolDealCA,Others,Others,Others
positive,"Indianapolis, Indiana",0,0.9186,Free,FREEFall in love in this modernday Cinderella story as Lornas life is transformed into a fairy tale and she kisses her Prince Charming Prequel to Reid and Lornas story DUSK Download today Amazon Apple,2021-04-28T17:10:09+00:00,16113,0,16113,AleathaRomig,Others,Others,Others
positive,Planet Earth,0,0.8316,Natural,RT EnuEcoShop The Essence Of The IncenseBUY NOW natural love palosanto altar energy pagans crys,2021-04-28T17:10:09+00:00,1096,0,1096,EnuEcoShop,Others,Others,Others
positive,,0,0.4588,None,ArianaGrande theweeknd Save Your Tears Remix is OUT NOW Spotify iTunesApple Music Amazon Music Video,2021-04-28T17:10:10+00:00,1079,0,1079,dwendedyou,Others,Others,Others
positive,,0,0.4588,None,RT Teslaprotocol Tesla Protocol Airdrop is live Welcome to Tesla Protocol CommunityParticipate in our Airdrop and earn to 100,2021-04-28T17:10:10+00:00,7,0,7,abuhani12296473,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,yo can u hear me?,0,0.873,None,RT ladygaga Kiss harder and SMARTER with PhD HYBRID LIP OIL STAIN OUT NOW on hauslabs and Amazon 5 hydrating tints packed with calming,2021-04-28T17:10:10+00:00,5249,0,5249,lwtforhs,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.4588,None,RT Teslaprotocol Tesla Protocol Airdrop is live Welcome to Tesla Protocol CommunityParticipate in our Airdrop and earn to 100,2021-04-28T17:10:10+00:00,46,0,46,ShahadZubair,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,Santo andre,0,-0.5106,None,RT brendabrito Brazilian Senate wants to vote tomorrow 0428 the bill 5102021 known as the land grabbing bill that can worsen an al,2021-04-28T17:10:10+00:00,890,0,890,diulza,Others,Others,Others
positive,califoniya,0,0.8658,None,WendyStan77 optimuswendyluv get an 200 amazon gift card for free just click the link and submit your email and be the lucky winnercollectgtgt,2021-04-28T17:10:11+00:00,0,0,0,jania694,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,London,0,-0.6486,None,RT organisehq 1 Right now after months of pressure AmazonUK CEO John Boumphrey is being grilled by MPs over dangerous delivery targe,2021-04-28T17:10:11+00:00,24,0,24,CuriositysEnd,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"Asheville, NC",0,-0.2263,None,RT alexhorner2002 Another example of Tesla Autopilot creating a dangerous situation Does ConsumerReports know about this s,2021-04-28T17:10:11+00:00,4542,0,4542,TeslaTruckClub,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.0943,None,Manicure Set Pedicure Kits Nail Clippers Kit 16pcsTravel Grooming Kit Pedicure Care Tools Scissor Tweezer Knife Ear Pick Tools Grooming Kits with PU Leather Use Promo Code 40GGUVUJDiscount40 Off,2021-04-28T17:10:11+00:00,47,0,47,KrattsDeals,Others,Others,Others
positive,,0,0.7764,None,BigSkyHarleyD My partner just bought yet another Harley so do a girl a favour and help me pay off my mortgage before he buys any more bikes Just a click on the following link every little helps,2021-04-28T17:10:12+00:00,60,0,60,PoshJocks,Others,Others,Others
positive,United Kingdom,0,0.5994,None,My Amazon save for later basket is just way too full,2021-04-28T17:10:12+00:00,4075,0,4075,UnderbeautyS,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,Over There,0,-0.2263,Imustconfessihave,RT teatime75 IMustConfessIHave lied many times to my husband regarding how much I spend on Amazon,2021-04-28T17:10:12+00:00,924,0,924,poshcloset1000,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"2714 Georgia Ave., Wash, DC",0,0.1779,None,RT amibo1012 dcpl In an attempt to get all things Amazon out of my life Im slowly moving to Story Graph It has most of the things I,2021-04-28T17:10:13+00:00,6484,0,6484,SankofaDC,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.4404,Ad,RT Wario64 Star Wars Galaxys Edge The Official Black Spire Outpost Cookbook is 1469 on Amazon 58 off ad,2021-04-28T17:10:13+00:00,25,0,25,TToxified,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,United States,0,0.4019,None,Yahboom Speech Synthesis Module Support English and Chinese ASIN B093Q2L585 Category Single Board Computers Brand Yahboom Merchant Yahboom Condition New Price 1000 Buy Now raspberrypi,2021-04-28T17:10:13+00:00,5146,0,5146,RSSDealFeeds,Others,Others,Others
positive,United States,0,0.4019,None,RT RSSDealFeeds Yahboom Speech Synthesis Module Support English and Chinese ASIN B093Q2L585 Category Single Board Computers Brand Ya,2021-04-28T17:10:13+00:00,3636,0,3636,VideoGamesFeeds,Others,Others,Others
positive,United stade,0,0.7845,None,talibasastay You Can get a free 200 Amazon gift card just signup gtgtgt,2021-04-28T17:10:13+00:00,3,0,3,NicoleRHill1,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.6486,None,RT americangirlSSA The Deep Rig How Election Fraud Cost Donald J Trump the White House By a Man Who did not Vote for Him or what to,2021-04-28T17:10:14+00:00,79,0,79,americangirlSSA,Others,Others,Others
